date,open,low,high,volume,close,ema9,ema15,rsi,macd,macd_signal,macd_hist,vwap,supertrend_dir,bb_upper,bb_mid,bb_lower,bb_width,atr,obv,adx,stoch_k,stoch_d,ich_tenkan,ich_kijun,ich_senkou_a,ich_senkou_b,ich_chikou,target
2023-02-08,96.10796514506936,95.27902647057864,97.22946279163516,2193573,96.74185180664062,99.26316770321093,102.04137221369143,27.84784270482578,-5.879226124393327,-5.519990420118643,-0.3592357042746839,140.3758186916365,-1.0,119.23035684320564,105.38962669372559,91.54889654424554,0.26265830108099114,4.069224096828545,-98954370.0,50.00444277069312,10.079511042664567,9.630285824762082,100.25265195811572,109.17592005864212,121.86597458284758,152.64635741022616,65.38851928710938,0
2023-02-09,92.64592958933316,85.38054095958891,92.64592958933316,12461680,87.13594055175781,96.83772227292032,100.17819325594974,19.882369530209516,-6.524690776764615,-5.720930491447838,-0.8037602853167769,138.53879565149148,-1.0,119.52544897121463,104.05601272583007,88.58657648044552,0.2973290219399244,4.5900874361302,-111416050.0,52.53340024025996,6.293715213921012,6.753081099572054,95.10836495194782,103.08079248053787,121.5368366508386,143.137969092815,65.63232421875,0
2023-02-10,87.18470228841784,80.55320028848124,90.5004494789252,18789646,86.20948028564453,94.71207387546517,98.43210413466159,19.308720287133497,-7.029946912793733,-5.982733775717017,-1.0472131370767155,135.86878383523316,-1.0,119.5031203938205,102.71508483886718,85.92704928391387,0.3268854926474131,4.972741847152612,-130205696.0,55.12357452095042,18.560009566550413,11.644411941045334,92.69469461639397,99.22867254328719,121.5368366508386,142.67473544536637,66.99763488769531,0
2023-02-13,87.91611085741282,83.23505287975033,88.98885505663007,4285671,83.72266387939453,92.51419187625105,96.5934241027532,17.822293623410758,-7.544068021431428,-6.2950006248599,-1.2490673965715287,135.29218349698533,-1.0,119.0265737379976,101.17667427062989,83.32677480326218,0.35284613960733097,5.02853187070455,-134491367.0,57.52873635301824,10.979718610169087,11.944481130213505,91.86575728011326,99.22867254328719,121.57340968344471,142.67473544536637,66.75382995605469,0
2023-02-14,83.8689521150512,82.45488775178592,84.6491297603961,2414708,83.57638549804688,90.72663060061022,94.9662942771649,17.735804401074347,-7.872566105384067,-6.610513720964733,-1.2620523844193334,134.96185263049668,-1.0,118.17216413489177,99.67727279663086,81.18238145836995,0.37109545274130923,4.826082594840666,-136906075.0,59.80016274049453,11.313875248803685,13.61786780850773,90.98805720663655,99.22867254328719,121.09798565291908,142.3821706482079,68.119140625,1
2023-02-15,83.43010579585048,83.3813446909087,85.57559441328867,1882893,84.60037231445312,89.50137894337881,93.67055403182593,20.639181445262423,-7.958534988022407,-6.880117974376269,-1.0784170136461384,134.71193769489713,-1.0,116.8942717689005,98.27783164978027,79.66139153066004,0.3788532939033949,4.638094532522045,-135023182.0,61.08197528983594,16.147892821861817,12.81382889361153,90.64673495740395,99.22867254328719,121.09798565291908,142.3821706482079,66.07117462158203,1
2023-02-16,85.23425903857472,82.60116722666318,90.01283927560986,6934339,89.13513946533203,89.42813104776945,93.10362721101419,32.07275284182998,-7.573446163375252,-7.018783612176066,-0.5546625511991854,133.86144975737503,-1.0,114.89471134558613,97.11244316101075,79.33017497643536,0.36622017953094604,4.836207212266662,-128088843.0,59.06429240771577,35.34136303587428,20.93437703551326,90.23226282634019,99.22867254328719,120.98827531907963,142.3821706482079,63.3405647277832,0
2023-02-17,89.13514110635151,88.01363577257129,92.5484105902388,5051742,89.08638000488281,89.35978083919213,92.60147131024776,32.01933618826072,-7.189320959560746,-7.052891081653003,-0.13642987790774264,133.29473407774788,-1.0,112.99082026483279,96.042138671875,79.0934570789172,0.3529426109688123,4.814676326938151,-133140585.0,55.835766529737015,35.14056625117817,28.876607369638094,89.50084896133015,98.49725631877256,120.07400137701403,142.3821706482079,62.3653450012207,0
2023-02-20,88.7938148530202,86.11196184715902,89.42770918251445,1938991,86.55081176757812,88.79798702486933,91.84513886741405,29.287677313424894,-7.00870613265846,-7.044054091854095,0.035347959195634715,133.06867420540922,-1.0,110.95074729115726,94.86456031799317,78.77837334482908,0.3391400733682846,4.707609970396527,-135079576.0,53.514556375357984,26.50864646917073,32.330191918741065,88.89133154005819,98.49725631877256,119.69610718330479,142.3821706482079,65.38851928710938,0
2023-02-21,86.8921353101367,83.57638051511069,86.94089641006354,2604020,84.40531921386719,87.91945346266891,90.91516141072069,27.175059054295687,-6.958477897829795,-7.026938853049235,0.0684609552194404,132.75287000665293,-1.0,109.02912324576646,93.65772514343261,78.28632704109877,0.3282462408472301,4.611674679293408,-137683596.0,52.15163207172564,18.457938405773916,26.70238370870761,86.5995649389072,98.49725631877256,119.37915915184638,142.3821706482079,66.75382995605469,0
