date,close,high,low,open,volume
2021-03-01,1492.0799560546875,1525.9775488688654,1482.1014986828538,1513.4066128464522,61354
2021-03-02,1487.97119140625,1515.3631660014998,1476.2317737225715,1493.2539532478118,56964
2021-03-03,1499.4169921875,1516.732703956139,1477.2099760765436,1499.5637587842605,154956
2021-03-04,1479.9493408203125,1513.308829689638,1473.2969561984814,1488.9495135020509,201501
2021-03-05,1456.51904296875,1494.8189099982217,1452.7526710388477,1481.8566386909727,63126
2021-03-08,1463.02490234375,1479.7047057685068,1444.7310245523322,1471.3403230524907,96026
2021-03-09,1444.3883056640625,1476.8674272896515,1432.6978520105451,1475.2532337534326,54450
2021-03-10,1434.409912109375,1490.8080477976127,1419.4910707387573,1445.9047570998507,131725
2021-03-12,1439.154541015625,1449.0841542093847,1423.4041818563069,1441.0133057555602,61753
2021-03-15,1416.2138671875,1444.828694608928,1408.9255745344335,1439.05679100583,49333
2021-03-16,1410.7357177734375,1437.1004467516796,1394.9852361297735,1422.4261739802191,87214
2021-03-17,1408.4854736328125,1418.5128923546297,1394.2513827037885,1416.458518256504,47127
2021-03-18,1396.305908203125,1435.6818704272694,1385.3980090695495,1423.257582123462,45465
2021-03-19,1383.1480712890625,1401.882250863152,1304.0537616193872,1391.121117046338,157876
2021-03-22,1358.4462890625,1396.9907351918978,1354.9244875635702,1383.294747591977,77105
2021-03-23,1367.0062255859375,1389.1643999335727,1354.9244323295761,1365.4899558151926,68727
2021-03-24,1345.7283935546875,1371.4083666266292,1338.2934538063337,1359.815716952342,62821
2021-03-25,1361.429931640625,1374.4900085497022,1301.3142649530562,1345.1414674418795,88150
2021-03-26,1421.9857177734375,1465.7639563842538,1345.434942995865,1367.641957048518,175036
2021-03-30,1408.0941162109375,1449.3778038782161,1399.9744245230977,1421.9858311664673,135595
2021-03-31,1379.430419921875,1406.7734301319438,1366.6637565329106,1406.4310543631734,180576
2021-04-01,1367.1529541015625,1393.762251844709,1360.8919077444907,1383.0990434807186,80643
2021-04-05,1352.1851806640625,1369.5986975869077,1335.5054967487397,1359.8158497470013,88800
2021-04-06,1344.603515625,1365.245420748162,1330.4673478222023,1353.9461833720059,100694
2021-04-07,1345.1414794921875,1359.717945590225,1337.0706306152344,1345.1414794921875,37217
2021-04-08,1365.9791259765625,1374.9792984476098,1345.3372209800725,1347.9296996066942,47375
2021-04-09,1350.42431640625,1377.375990088488,1345.141554779936,1366.0279106738863,83100
2021-04-12,1281.014892578125,1348.0763586213275,1270.3516845513539,1348.0763586213275,69205
2021-04-13,1290.9444580078125,1306.0100661756903,1277.4930434685498,1286.4443723003992,169333
2021-04-15,1320.146240234375,1334.3313683799392,1280.6236339023492,1287.9118071472626,426291
2021-04-16,1341.57080078125,1345.0926020833251,1316.0865540733014,1322.543209697027,142921
2021-04-19,1369.8486328125,1386.3930299134602,1290.6120754070648,1332.3904685499754,177488
2021-04-20,1370.093994140625,1392.2841118676329,1356.0532813181076,1369.701224298553,173676
2021-04-22,1366.412109375,1374.6106561025902,1343.5837538361534,1369.7013323307951,93857
2021-04-23,1355.660400390625,1368.3264776562712,1344.1726325546426,1361.8461952909345,155372
2021-04-26,1344.27099609375,1377.5070936834697,1335.4342134039643,1356.88793407397,189659
2021-04-27,1359.2442626953125,1376.4760347185356,1350.260177451209,1353.009446329756,444609
2021-04-28,1362.72998046875,1410.2031126302006,1337.2996618989264,1382.5635985836716,474157
2021-04-29,1356.2496337890625,1379.5197771043718,1352.0275680232883,1379.5197771043718,110440
2021-04-30,1356.2005615234375,1374.021429072408,1335.3359375,1350.063907398897,167258
2021-05-03,1366.755615234375,1373.6286678971915,1327.5301697656255,1360.471657399923,163384
2021-05-04,1352.4693603515625,1374.2176854544618,1340.3433563781623,1366.7555383828708,95411
2021-05-05,1345.7928466796875,1362.3863837314816,1338.2815579115925,1353.1076905980015,51196
2021-05-06,1355.5621337890625,1359.88236165298,1349.2291555708994,1349.769109143571,27868
2021-05-07,1347.0692138671875,1369.1611693981622,1343.1908962832506,1359.8825960177646,160890
2021-05-10,1350.4073486328125,1371.6647395411696,1342.454269962537,1359.9805277384148,136672
2021-05-11,1344.025390625,1359.8825285574621,1337.986899108115,1344.1726942925384,66321
2021-05-12,1376.47607421875,1407.9939054531965,1346.2345951129894,1355.9550791010213,603531
2021-05-14,1366.5594482421875,1398.126305022303,1353.2551325354823,1388.3567984075255,107932
2021-05-17,1394.984130859375,1399.1570554105995,1356.9368775982095,1365.7736590008028,112679
2021-05-18,1423.556640625,1443.3412400983366,1385.2148925213467,1385.2148925213467,327604
