date,close,high,low,open,volume
2021-03-01,575.3158569335938,581.3597672188992,568.2725095911709,571.0803328463244,5274758
2021-03-02,584.5958862304688,586.6422224757879,575.3634096431769,579.646511948213,4776776
2021-03-03,594.2566528320312,595.2560898886695,582.7398893624717,586.7850417181933,6626297
2021-03-04,589.1168823242188,606.0589182030312,586.3090594630031,592.0198619902401,11530735
2021-03-05,581.740478515625,589.5928326581314,577.6477479751588,589.5928326581314,6127488
2021-03-08,585.1669311523438,591.924749504861,581.8356294286962,582.0260011458487,4554461
2021-03-09,583.0731201171875,590.9731128697352,578.2189594970049,588.2128674389285,4035628
2021-03-10,595.8270263671875,597.6354702915579,585.6903292787389,588.212623474316,5825924
2021-03-12,584.0247192382812,598.8252623646317,582.0259615772933,597.7306686353887,4264170
2021-03-15,576.3152465820312,584.4055514473447,567.749041430523,584.4055514473447,4030762
2021-03-16,573.2694702148438,580.5507677938962,570.3664901024849,576.7911439334266,4189930
2021-03-17,556.5654296875,574.887592186832,553.9479779018811,574.887592186832,7667561
2021-03-18,546.8568725585938,563.0374783039828,544.4297933154419,559.0875417574013,5537584
2021-03-19,550.4261474609375,554.5665139648355,535.0069697051728,543.4780163141077,6186643
2021-03-22,562.51416015625,564.9888185033742,550.7118093623526,550.7118093623526,7033955
2021-03-23,559.5159912109375,566.0358605467527,554.8997812764047,562.7045582577863,5341729
2021-03-24,557.0888061523438,568.2248833235744,555.0900483930444,556.8032776286282,7299582
2021-03-25,547.9991455078125,559.6111233882085,543.9539933264696,556.2322431848041,4710869
2021-03-26,558.8973388671875,561.8478975686796,546.9046161308747,552.85337003977,5761818
2021-03-30,568.89111328125,570.1284421882099,558.9447874374395,566.2736621693676,4637718
2021-03-31,568.9863891601562,576.7911657276053,566.9876311301027,569.36713263888,5269919
2021-04-01,581.3121337890625,583.168156313801,568.5579843253471,571.0802787940032,6033653
2021-04-05,579.4562377929688,582.4544331486319,564.1798486181723,582.2164829805096,5353987
2021-04-06,590.5446166992188,591.9247390074842,574.4115870192898,579.4085395161436,7444994
2021-04-07,591.1156616210938,598.1114298291521,586.4518742423444,591.0680832169484,4757224
2021-04-08,584.6434936523438,595.827150226076,583.7392715021913,590.639825558324,3222479
2021-04-09,606.0589599609375,611.0559125165636,580.122396696021,583.4536983997718,16755446
2021-04-12,589.4976196289062,614.7203330154484,585.5476823884987,608.2005227924706,15229597
2021-04-13,597.1119995117188,604.9167749568566,586.4042442619751,593.9234911857778,7399207
2021-04-15,602.7276611328125,610.5800151862602,596.3030078163554,603.0607680674603,8588761
2021-04-16,614.9107055664062,618.6703291854997,596.1602239708949,602.7276707026426,9804095
2021-04-19,609.7710571289062,620.0029132349464,604.3933606823666,612.9595657944002,11340358
2021-04-20,614.05419921875,627.71251501163,608.3433954430566,612.7692335132389,13831258
2021-04-22,609.1047973632812,626.2847863426223,607.343931421081,619.3366536751098,11295290
2021-04-23,607.2012329101562,614.672844733794,599.7771995000937,605.8211103566694,7668180
2021-04-26,604.1077880859375,612.959521104345,600.5861146224249,612.959521104345,6527947
2021-04-27,608.4385375976562,611.484311156578,601.5379832017501,602.2042552448421,5112384
2021-04-28,612.3884887695312,616.1004760080147,607.5342711746451,610.0565658351218,6069155
2021-04-29,613.4353637695312,620.5738668389982,610.1992191407248,617.6708872094057,5676290
2021-04-30,622.9059448242188,634.470287825137,609.2475706886906,611.0560151546621,10874266
2021-05-03,627.4268798828125,631.9479321040727,618.7654607713714,622.4299274277355,6567597
2021-05-04,614.05419921875,632.852261647074,611.0560039991909,630.0920165848355,5604638
2021-05-05,650.4605712890625,654.7436741076649,611.29395227719,611.29395227719,25296369
2021-05-06,646.6533203125,663.1194582955492,640.8948804800407,656.5995896377394,11153908
2021-05-07,646.700927734375,657.694213019294,644.940061772628,648.1762070421696,6466334
2021-05-10,664.547119140625,669.5916501599878,650.6507970176478,654.8387424450201,10924222
2021-05-11,673.9700317382812,687.0572909614341,662.6436386120433,664.8327685361647,14760511
2021-05-12,668.9730224609375,680.4898444734202,666.2604140126338,680.4898444734202,7250661
2021-05-14,658.12255859375,676.7302493300874,653.8870341628271,669.115844274334,6851035
2021-05-17,654.0297241210938,664.83263634915,647.2719058462516,654.8387312930784,6318234
2021-05-18,657.5037841796875,662.3103651620446,651.7454026822778,657.6941559013567,4080423
2021-05-19,669.4965209960938,672.685029557883,657.5037993733264,660.8351012529905,7745431
2021-05-20,653.7442016601562,667.8308966439043,651.9833938338361,666.2604024579348,6226376
2021-05-21,657.123046875,661.0254054408632,654.8387025821654,658.4079542314141,3434231
2021-05-24,657.6466674804688,664.7375939065253,656.3617017533492,657.6942458940729,3722957
2021-05-25,662.5484008789062,663.7857881829551,657.694240862394,661.5014434144196,2800233
2021-05-26,669.877197265625,672.113963353312,662.6435365195373,665.784466630515,6235460
2021-05-27,665.7844848632812,675.5404405028075,661.0254821122928,673.1609391273133,9875654
2021-05-28,637.4683227539062,661.025382833278,634.1845997302456,660.5494826296542,28316552
2021-05-31,636.0883178710938,643.1316654211827,627.2365840696505,639.6099916461382,13947126
2021-06-01,638.7056884765625,640.8472395162976,632.2810353573572,637.8014664189052,6443084
2021-06-02,644.7973022460938,645.4159377553208,637.8491697632248,638.6581770034816,4978457
2021-06-03,642.941162109375,648.0332709479826,641.0375613333294,645.3206630794319,3604574
2021-06-04,641.4660034179688,646.5105348018117,640.371409529164,646.1774278408518,3747803
2021-06-07,642.7984619140625,645.1303848211212,638.5629960485426,641.4659760338103,2793705
2021-06-08,646.0347290039062,647.1769014694249,633.0426261335776,640.5618749460463,5695920
2021-06-09,640.4189453125,651.697816130897,635.4219926709209,648.2237210570536,4492551
2021-06-10,643.4647827148438,648.1762072940105,640.5618025093526,640.609380920597,3099864
2021-06-11,648.461669921875,653.2682508348174,641.5611162873985,642.6557101012186,3822099
2021-06-14,644.464111328125,650.746029640211,639.1816300405096,649.1279571313422,3640962
2021-06-15,640.7521362304688,648.5569122903293,639.3720138264754,644.4641234867706,3862284
2021-06-16,636.3262329101562,647.700260865842,634.7081603899957,642.4653579492186,4842448
2021-06-17,632.994873046875,641.0851768129934,629.758786396401,639.419526037616,2776147
2021-06-18,636.2787475585938,640.5618505713292,621.2403085992052,634.8510465543485,4158743
2021-06-21,638.9912719726562,642.2749954680925,630.0919601236359,630.0919601236359,2932177
2021-06-22,634.6605834960938,647.4623122777601,633.7563613714976,645.3207610794875,4577152
2021-06-23,633.1852416992188,639.9430015751155,632.2334412607381,634.6605207602059,2631031
2021-06-24,632.7569580078125,638.6581327006047,629.6160279902384,632.1859009476325,3460776
2021-06-25,639.8480224609375,644.7498193177072,632.7570956063763,632.7570956063763,3010243
2021-06-28,643.70263671875,647.1291532160288,637.2779836413029,642.4653077447143,3342385
2021-06-29,644.9400024414062,648.6520476683146,640.6569001457241,640.799693459564,2937766
2021-06-30,642.8937377929688,650.5081427221189,641.7515654349364,645.3683961576229,3768943
2021-07-01,651.1743774414062,652.7448135120336,641.2280499542493,642.4653790656425,4102748
2021-07-02,648.4141235351562,656.2664780587013,645.6063002989872,652.4592758654674,5071894
2021-07-05,647.414794921875,651.935847877903,645.8918790701805,651.0316256680375,1600769
2021-07-06,640.7997436523438,650.0797993532132,639.9907363926638,645.3207964296904,2682423
2021-07-07,647.3194580078125,649.1279020867186,633.9942518066189,635.8026958855249,2576763
2021-07-08,634.755859375,648.0810681108337,633.0425717771815,644.3690224399601,2548016
2021-07-09,635.7075805664062,639.8954679326915,632.1859070790284,634.3750366220062,1994075
2021-07-12,636.3262329101562,640.4189635717665,634.2798966259982,636.3738113180121,1555035
2021-07-13,650.0797729492188,656.123683179291,636.7545653045788,637.9918943957792,7744032
2021-07-14,652.8875122070312,659.0266365580965,648.1760884914098,649.0803105125149,2663467
2021-07-15,650.0797729492188,655.0291474073155,648.4617004022821,652.9351745873558,1905193
2021-07-16,655.4098510742188,662.1200915858824,649.7466841417204,651.888235430133,3479357
2021-07-19,656.0285034179688,658.1700545716727,645.3683260564284,645.3683260564284,1940882
2021-07-20,643.845458984375,658.2652016841549,641.4183793312727,655.7905436247745,2724983
2021-07-22,654.1725463867188,655.0291901714046,642.9888892405479,647.2244135656298,2047831
2021-07-23,660.5496215820312,665.2610462076523,648.7472708121221,653.1255884624492,3956261
2021-07-26,669.4965209960938,671.019378618051,661.6917449736504,661.6917449736504,4715053
2021-07-27,655.124267578125,671.6856193902261,641.3707388384532,671.0193474266051,5327355
2021-07-28,654.6483764648438,658.5983718024029,640.1334187470866,655.124276717885,3332667
2021-07-29,669.1157836914062,671.9236069201501,647.8906431389154,654.6484037767168,4397443
2021-07-30,736.6460571289062,745.9736910248157,662.5959849686427,669.0682171764189,35893710
2021-08-02,737.6453857421875,763.2488423684912,727.2707370795935,747.1633907195061,18661462
2021-08-03,756.490966796875,765.5806492444837,728.3652758335257,736.6459511565305,14678219
2021-08-04,747.8772583007812,759.4416578516265,742.1188767756668,752.8742110288488,5796169
2021-08-05,748.2579956054688,756.1103498279928,745.5453292908029,747.6393020354678,5026619
2021-08-06,747.3538208007812,758.0615772364649,743.8797254754408,748.5911499258009,4064324
2021-08-09,750.7802734375,754.7778474258802,744.3080412194682,751.1134384909544,2873586
2021-08-10,755.1109008789062,760.2982252049869,744.4983601958434,751.8748140458474,5656020
2021-08-11,741.97607421875,756.6814036825601,736.027321045145,755.7296031747834,4275776
2021-08-12,741.1194458007812,743.5941037407146,735.8845433104466,742.4043531747294,2821380
2021-08-13,740.786376953125,750.4947544505358,730.649735670995,731.9346432117463,4319920
2021-08-16,743.1658325195312,745.259805276899,733.8857774729798,737.8357728583164,2310304
2021-08-17,746.3544311523438,754.9682145877316,740.691206210858,745.2598372727984,5686055
2021-08-18,745.1646118164062,753.2549158180952,741.738095265599,750.0187709801035,4036305
2021-08-20,724.463134765625,746.640079723998,707.5210356269806,737.6455513820334,6238261
2021-08-23,724.6538696289062,734.8172747140748,716.4945466044026,730.0457339691782,2375417
2021-08-24,736.10546875,742.4039366368329,719.786824888323,725.0832227559663,2732537
2021-08-25,733.9105834960938,740.5430359961,724.8923609058938,734.8171877796353,2254852
2021-08-26,725.7991333007812,735.867073764091,724.5585442158003,730.1889862313299,1735864
2021-08-27,736.5349731445312,741.4973868680779,723.4609406457224,725.9898803859592,2432862
2021-08-30,751.2313232421875,758.6272107737489,733.0517661848437,733.8629047446071,3617125
2021-08-31,757.7682495117188,764.4007017063786,747.8911850915758,751.4698400621113,7435465
2021-09-01,752.471923828125,767.1682916123352,751.0404617028971,758.7226301256849,2811619
2021-09-02,753.8556518554688,759.2952193616586,752.2810202825603,754.1896363727084,2679549
2021-09-03,753.330810546875,760.7744018118922,748.1775236922944,756.7662962857008,2860730
2021-09-06,748.4160766601562,756.8616794737559,744.1216905014433,753.3307863403305,4613445
2021-09-07,734.7218017578125,747.223214097432,731.5725385496004,746.2689060334507,3851664
2021-09-08,741.9268798828125,743.3583421020553,728.6619733526238,732.2406289007308,2548562
2021-09-09,740.8294067382812,746.5075518918737,736.2010354996829,736.9167666136732,2008287
2021-09-13,744.6466674804688,747.223311237454,736.3919366017088,740.8294347282979,1935832
2021-09-14,745.6962890625,751.9946985180502,741.7835913432203,748.8454937902751,1996844
2021-09-15,744.9805908203125,749.8475385002702,743.2150860077608,748.8455267127895,1393824
2021-09-16,745.3623657226562,748.7024442333812,742.7380183213724,744.3603538187081,1353677
2021-09-17,734.7218017578125,751.8993469094776,731.6203005498729,749.1318302253948,4052622
2021-09-20,721.93408203125,739.3502049619443,717.257949014334,731.6680363595918,2206369
2021-09-21,729.5685424804688,731.3339891670048,716.7330868856639,721.9340776801499,2123997
2021-09-22,734.9127197265625,738.6345449960127,729.5686171181546,730.0457712169892,1817865
2021-09-23,734.674072265625,741.6882717940598,731.0954168673453,735.8669573983849,2109768
2021-09-24,735.2466430664062,741.1633645797618,727.1827284572123,733.8628847553757,1777859
2021-09-27,728.1847534179688,739.1115923525,725.3695329921479,736.200964419231,2862731
2021-09-28,739.6842041015625,754.8577265817052,720.4549303380912,731.6680508024845,4938824
2021-09-29,774.2301635742188,782.2940788111106,736.1055426556555,748.177563632706,18565413
2021-09-30,780.8626098632812,794.8909507089941,769.7448970995345,777.5702352393367,10478553
2021-10-01,788.8311157226562,792.743814195734,768.504363204068,774.8982396385325,5730355
2021-10-04,793.9843139648438,800.5690629440987,788.6879158274477,792.0756978255052,4007435
2021-10-05,783.0098876953125,796.274795136406,777.7134887696784,790.1671992830211,2987134
2021-10-06,764.01904296875,786.34987584842,760.8698378822181,782.9620937364487,2910453
2021-10-07,785.6341552734375,788.5924871298922,767.3591315819615,771.1286602835597,4089061
2021-10-08,783.8685913085938,795.7019752107126,781.1964823905749,787.3994842070656,2753935
2021-10-11,794.5092163085938,797.992464256758,780.4331714916116,788.2585097509996,2988841
2021-10-12,791.7894897460938,804.2431995493536,786.0636408024021,795.4158490944957,2407031
2021-10-13,804.0521850585938,808.1079940147488,789.4512844657031,790.119311707749,4113083
2021-10-14,802.8593139648438,811.1618052680312,799.9486861952084,805.3405497287607,2300231
2021-10-18,797.7061157226562,812.1161438604213,794.1274605646344,811.1618358182822,2632795
2021-10-19,789.5467529296875,803.71826261852,787.9244758190339,798.7558490397337,2029762
2021-10-20,777.665771484375,796.6564696190269,770.6038675421056,787.3519647168158,2089252
2021-10-21,781.0057373046875,791.1213794123889,773.0372300793272,785.4432348228266,3155655
2021-10-22,775.4229736328125,789.0695667334477,763.5895890772036,787.3995276906273,1709523
2021-10-25,776.0433349609375,783.7255032829663,759.1997742098048,772.9895374845695,2129988
2021-10-26,776.32958984375,786.2544167493851,769.4585603126442,779.6696679807544,1628608
2021-10-27,787.3995971679688,800.1396453665667,778.524543406574,778.524543406574,3569869
2021-10-28,770.6990966796875,791.2644801211482,766.3570070462642,786.3020670059489,1647229
2021-10-29,758.6749267578125,779.2402543181424,743.739981945112,763.446467177673,4321416
2021-11-01,774.7073364257812,776.6636564635702,751.0405062023464,762.444500124955,1935341
2021-11-02,778.142822265625,797.8015451759697,746.9846405340793,777.4270912143307,17608860
2021-11-03,751.9470825195312,784.4412618254403,745.6486140826153,782.5326456166192,9452138
2021-11-04,759.1043090820312,760.5834748304892,752.4718568429621,760.5834748304892,485870
2021-11-08,763.446533203125,766.3094577026367,747.2232943725586,761.5379168701172,4280584
2021-11-09,764.7346801757812,774.8980835105068,760.583463741224,763.4463876950806,3232291
2021-11-10,774.039306640625,777.7611316735523,760.5835852071425,763.2079325839551,2900645
2021-11-11,758.53173828125,773.4189789667975,755.9073911159428,771.9875168766299,2107377
2021-11-12,769.6494750976562,771.6057950341907,759.7246476565081,767.216001115804,2076523
2021-11-15,773.6575317382812,782.1986002579041,769.7925958652098,771.367169167248,2109222
2021-11-16,761.96728515625,780.0991383676379,759.295234226998,775.1844285407512,1512946
2021-11-17,755.1917114257812,768.2180406306655,751.4222409290799,763.4465000056304,1662900
2021-11-18,754.5237426757812,758.0546361428239,744.4557453553381,753.9034190957086,3177648
2021-11-22,735.5328979492188,757.7205591588448,730.0933306485589,755.6687736409247,2894426
2021-11-23,749.3226928710938,755.5733989523438,726.7532841791593,734.8171988548213,2739763
2021-11-24,743.3582763671875,760.5358214790978,740.1136056586233,747.7003663989854,2404041
2021-11-25,747.1278076171875,751.2790244026795,738.9684270618505,740.161312143468,1861259
2021-11-26,732.240478515625,762.3966446887753,727.1826580289948,739.5886613811955,5432649
2021-11-29,716.7330322265625,739.5887211287778,714.8244161720366,737.6801050742519,4664270
2021-11-30,719.1666259765625,726.8488534742053,711.9616108184716,716.6854479904482,5505266
2021-12-01,711.2935791015625,728.3757188325993,706.5220381986303,722.1727156587874,3687799
