date,close,high,low,open,volume
2021-03-01,160.10000610351562,163.12441253879982,158.28888242584355,160.36376229149505,12185500
2021-03-02,164.93556213378906,169.64800461972936,162.47383732582207,166.869774482906,53200666
2021-03-03,164.0036163330078,168.80397729076023,162.57932633525633,168.80397729076023,17675284
2021-03-04,163.1420135498047,166.21916948285548,161.50672711469417,162.47383326508157,12556622
2021-03-05,162.40350341796875,166.8522005541142,161.1023124157314,162.82551769193526,17793026
2021-03-08,164.12672424316406,166.32469295901814,162.40350818411915,162.47384747593412,11349538
2021-03-09,156.81187438964844,159.660443927765,153.80505754691197,156.91738332499727,399581906
2021-03-10,156.6712188720703,158.9219368171568,155.45793577981644,158.60543145073785,23491604
2021-03-12,160.90887451171875,163.1771823087017,158.60540780436307,160.71545757559628,52792772
2021-03-15,161.96392822265625,163.5288863744162,158.71093424639096,163.3354694038706,33839076
2021-03-16,159.60768127441406,163.73986201640707,158.97465991287564,163.37059687244266,30782874
2021-03-17,151.94117736816406,157.09322463314774,151.25541756695364,155.44034786296422,57699598
2021-03-18,150.13006591796875,154.20949835148602,149.03987119479956,152.9786357648721,26361962
2021-03-19,152.2576904296875,154.17431267596064,147.42215934207755,149.81354496886073,26622950
2021-03-22,154.50840759277344,155.44034416131396,152.7500326588219,154.12156296085033,27343862
2021-03-23,153.50613403320312,155.51068578083985,153.0137911907761,155.4051768438611,17089478
2021-03-24,151.2026824951172,153.50614963429302,150.74549851961632,152.9610576341125,10317086
2021-03-25,149.0677947998047,152.00325075222187,147.69791318363409,151.73639112018395,20898974
2021-03-26,150.93580627441406,153.63997508563392,149.93952383894998,151.54068156806238,19204862
2021-03-30,153.28416442871094,154.38718638499208,149.97510941841344,152.60812221632762,17153798
2021-03-31,152.2700958251953,153.40869029789783,151.3983501004702,153.17741414395397,10018670
2021-04-01,155.63253784179688,156.53986712106382,152.3056855349109,153.21301481417785,9156394
2021-04-05,152.30569458007812,155.49022410832416,149.8328016500053,154.4583689575756,11510442
2021-04-06,152.323486328125,154.3160405000117,150.9713909557338,152.99952858504727,9190874
2021-04-07,152.3590545654297,153.5332325333908,152.10998124687038,152.64370047931553,7430944
2021-04-08,153.19520568847656,155.13438990571623,152.75043966237072,152.8393928675919,6708234
2021-04-09,151.43397521972656,153.8001288768922,151.04257885075936,152.99954983704717,8179184
2021-04-12,143.73060607910156,149.22790813388653,143.03676667346096,148.71198601300318,12368094
2021-04-13,145.66978454589844,146.772806597492,143.10793843677945,144.10421011390125,8064312
2021-04-15,144.05081176757812,148.16044519329026,143.499295421962,145.52743269040508,14440358
2021-04-16,147.2353515625,150.49104779534758,143.85512952019397,144.1042028562035,22292626
2021-04-19,145.43849182128906,146.73720645728073,142.3251296110474,144.1041937311855,11256462
2021-04-20,145.20721435546875,147.46662793949562,144.49558871379386,146.55929873123281,7026888
2021-04-22,148.85427856445312,149.90391974947855,143.57045661401293,144.10417578358175,15611348
2021-04-23,150.52662658691406,151.20267971003003,148.01815025887822,148.4807026350185,47680532
2021-04-26,149.0500030517578,152.4124388808813,148.5696535249478,151.57627649844113,12888196
2021-04-27,149.56591796875,150.54440320353498,148.2138227655563,148.55184928099106,10816330
2021-04-28,148.55186462402344,150.9891848141149,147.6267490438771,150.15302244631832,19805066
2021-04-29,149.28126525878906,150.50882383919364,148.37394690530436,150.15301101687876,13265608
2021-04-30,150.08184814453125,155.66811394850154,147.53778856828205,148.55185731085575,33702940
2021-05-03,148.01812744140625,152.66148022084963,147.80463758588752,149.08556586045486,16118782
2021-05-04,149.9573211669922,152.8038237997804,148.9076689777332,149.7616175958605,19987878
2021-05-05,151.14930725097656,153.56884135283258,149.79722264887124,150.17082182987346,13778662
2021-05-06,154.42279052734375,154.77860340874318,150.9180314738501,152.2879132389473,12787288
2021-05-07,157.67845153808594,159.04833308874737,152.28788940041136,154.79636547819143,24054728
2021-05-10,161.43228149414062,161.89483381877602,158.33670560297875,159.75995688929765,19405820
2021-05-11,164.47450256347656,165.09717509887102,159.01277272416436,159.9734718364776,21695878
2021-05-12,159.84893798828125,166.52042955707427,158.8704525581916,165.09717802239842,15235594
2021-05-14,157.3582305908203,161.36112509426118,156.2374223015661,161.36112509426118,9799430
2021-05-17,157.8563690185547,158.8882241137264,155.8816120408734,158.33671853863964,6063462
2021-05-18,159.56427001953125,160.9697242010714,157.51834622058453,159.11950397628195,9934246
2021-05-19,158.85263061523438,161.64575243849748,157.35821249571237,160.11576172542806,16215214
2021-05-20,161.82366943359375,162.90890507145622,157.0913631762331,159.40414655255364,18799814
2021-05-21,164.0474853515625,166.5203886286755,163.33585975913226,164.7413246475999,23987738
2021-05-24,168.24607849121094,168.85095371393587,163.88737185080933,166.14678521978763,22941220
2021-05-25,168.797607421875,170.4343486410768,166.87622027696247,169.65155605755325,21199352
2021-05-26,168.0148162841797,171.03922522423997,166.69830451979408,170.30980243533347,25944614
2021-05-27,166.46702575683594,173.63665172500146,165.80876988493992,172.56921329226577,102988808
2021-05-28,167.76576232910156,170.75458816071028,166.69832375648798,169.0111073304841,29313704
2021-05-31,167.94366455078125,168.4595975247054,166.6271526674519,168.4595975247054,13495562
2021-06-01,167.5344696044922,169.61597678731266,167.26760998768304,168.44178795822506,8869530
2021-06-02,168.8865509033203,169.1712076711812,166.87621066509803,167.2320234810151,12676710
2021-06-03,168.6197052001953,170.2208630038956,168.33505926740045,168.8331950790646,12184524
2021-06-04,170.16748046875,171.7864244497078,168.6730622874463,168.9399219013544,17759466
2021-06-07,171.288330078125,172.71158169632054,170.34542805278008,171.07484016368605,12523390
2021-06-08,173.4409637451172,174.24154259146823,169.4558558109737,172.142238263089,15198964
2021-06-09,172.58702087402344,175.73596681065257,171.3238895829262,175.0599245582548,18980362
2021-06-10,172.0532989501953,173.45876404846814,171.76865301414972,173.01399798680538,7388634
2021-06-11,172.0710906982422,174.17038427158374,171.39504847747745,172.81829983005423,7438508
2021-06-14,172.10667419433594,172.56922654061398,169.36691099656136,172.19562740389296,7237652
2021-06-15,171.46620178222656,173.36980260750195,171.07480549483088,172.56922373450683,6507360
2021-06-16,171.2349395751953,172.53365434779653,170.4521469365757,172.01773221381492,7994924
2021-06-17,169.68714904785156,171.82202618628176,169.4736591622992,170.06075906220482,6651076
2021-06-18,168.06820678710938,170.82575645529897,166.0756525970953,170.79017299754847,10583776
2021-06-21,169.0288848876953,169.29574451704661,166.69831513477908,167.83692056342974,5397088
2021-06-22,168.53076171875,170.34540950608556,168.2283186111029,169.90064342382425,5553420
2021-06-23,167.08970642089844,169.01109352292357,166.92958630466893,168.65528069445426,4927558
2021-06-24,165.8443603515625,167.4099346140764,165.48854752560274,167.05412178811662,8462210
2021-06-25,167.24984741210938,167.97927036399764,165.8799764494236,166.6627583054515,5904240
2021-06-28,166.2179718017578,167.94366630734558,166.0044819186409,167.5878534549995,4334320
2021-06-29,165.89772033691406,167.05411195320355,165.45295433064888,166.87620555069748,5921594
2021-06-30,166.55601501464844,167.46333353546675,165.8088057782729,166.1646186662091,5924634
2021-07-01,164.65240478515625,166.84065175321717,164.38554513396477,166.5560058020317,5757026
2021-07-02,164.65240478515625,165.66647363139336,164.0475185657034,164.7413580022201,4769492
2021-07-05,163.56716918945312,166.3425050370267,163.14018943203584,165.4351866256978,11190174
2021-07-06,162.98007202148438,164.74134997696774,162.81996275369727,163.6739114242012,7749392
2021-07-07,163.85182189941406,164.17205130144947,160.98753272211553,162.9800760496901,6000580
2021-07-08,163.03343200683594,165.59527769418946,162.4463321902647,163.72726046321404,6426778
2021-07-09,162.57089233398438,163.14019507739235,161.2899638759531,162.28624639155373,7058662
2021-07-12,160.4716033935547,163.42484585316583,160.1335768256927,162.81997049297462,7393710
2021-07-13,160.20472717285156,161.89483812026089,160.0268207573348,161.0942592504354,7409874
2021-07-14,159.6532440185547,161.2188185229553,159.47533757808765,160.4716093012842,4936524
2021-07-15,159.06613159179688,160.38264349132845,158.35450588578988,159.86671051105478,6617550
2021-07-16,159.40415954589844,160.48938441367395,158.62136691899545,159.77775870141548,6726604
2021-07-19,161.50344848632812,163.31809617104906,158.40788324396544,158.69252917709778,14737948
2021-07-20,161.4678497314453,162.96226788516407,159.759952577377,162.53528816737435,7689016
2021-07-22,163.99412536621094,165.0793609743967,161.18320628048986,161.87704561783067,13532496
2021-07-23,164.15426635742188,165.73762708110687,163.42484347385178,165.38181421845223,6954808
2021-07-26,162.2506561279297,164.58122590213827,161.93042674149171,164.34994972629673,5177476
2021-07-27,161.2899627685547,163.81623620983166,160.91636361436122,162.25066182011878,4635256
2021-07-28,161.3433380126953,162.0727499974762,160.2225188703324,161.39670776743966,4411220
2021-07-29,159.79556274414062,161.5924134015919,159.58207284955554,160.82741789966354,5979220
2021-07-30,158.51463317871094,161.6102094831955,158.30114328554873,159.8311451377554,13531870
2021-08-02,162.89112854003906,163.63833774332397,158.87044742783738,159.4219530362957,9965680
2021-08-03,164.88365173339844,165.43516809650328,162.42854554959334,163.92296367462865,7855132
2021-08-04,162.65985107421875,165.45298427071333,162.28625190476822,164.74135853191456,5192276
2021-08-05,161.36114501953125,163.1757929235442,160.5249825594074,162.28626070182685,7099910
2021-08-06,162.10833740234375,164.74135033315133,161.5390346679281,161.5390346679281,8118604
2021-08-09,161.0053253173828,163.31810899597505,160.36486648826843,162.78438968553067,4555246
2021-08-10,158.22996520996094,161.85924945453394,157.5361258683647,161.71692649841165,7098198
2021-08-11,160.11578369140625,160.66728926959138,156.75334789046812,158.69253228081598,10635072
2021-08-12,159.45750427246094,162.03714707446971,157.30484117420264,160.82738572523664,12567714
2021-08-13,161.8592529296875,163.26471794061626,159.51088609834056,160.1157722480292,14232032
2021-08-16,165.09715270996094,166.37808106648876,161.9126235459518,163.14018214982133,17964436
2021-08-17,165.45297241210938,167.14308342062017,164.02972103652132,165.75541550113107,14363500
2021-08-18,164.9192657470703,166.14682449572624,164.0475198694976,166.14682449572624,7947234
2021-08-20,161.96603393554688,165.6309024058336,161.18324122415174,164.31439035263665,12114818
2021-08-23,160.72064208984375,163.54934726407734,159.43971387012257,163.21133162764534,7925892
2021-08-24,162.3929901123047,163.40705895362282,161.12985877954412,161.18322853781413,7248688
2021-08-25,163.92298889160156,165.2394899580413,162.6954301815859,162.96228982649828,9704266
2021-08-26,166.07565307617188,167.73018071014906,163.17578042716178,163.88740615003772,14847298
2021-08-27,167.694580078125,168.54853954495667,165.8621462010946,166.89400122187956,12536762
2021-08-30,168.13937377929688,168.97553622735464,167.8013580550505,168.97553622735464,9029840
2021-08-31,167.8191375732422,169.31355596718322,166.64495944839356,168.29948711833373,18002472
2021-09-01,169.7227325439453,170.57668122780302,168.01483517622995,168.38843433212185,10439002
2021-09-02,170.71896362304688,171.34163597390415,169.7226922050929,170.07850497701133,8362628
2021-09-03,174.81082153320312,175.77152042143453,170.8613082024723,171.85757968330543,16372070
2021-09-06,174.63294982910156,176.66108750337477,174.34830388047058,176.46539477100933,13979558
2021-09-07,171.48399353027344,175.59362727194326,171.14596700669645,174.5973557159462,13420280
2021-09-08,174.1881561279297,175.4157146611673,171.46619031351716,172.2133993833772,13609662
2021-09-09,174.75746154785156,175.05990461167428,173.54770015110597,174.31269553003733,9084984
2021-09-13,177.23037719726562,177.63955979022091,174.88201028922097,175.77154238631772,21460684
2021-09-14,175.45130920410156,178.97385406062335,174.52619367144285,178.26222839835447,24182782
2021-09-15,174.3305206298828,176.10958498631166,173.6722646462947,175.77155841517134,22748506
2021-09-16,177.1959686279297,178.4067371523886,175.78340534939431,176.57040981692234,34750954
2021-09-17,176.06593322753906,178.38657303512267,174.39103913407632,177.98298350336898,24016408
