date,open,high,low,close,volume,daily_return,ema_20,ema_50,rsi_14,macd,macd_signal,macd_hist,vwap,target
2025-04-07,112.55000305175781,118.9000015258789,111.0,118.08000183105469,14810796,-0.02862780353266836,119.73675749153345,117.69568067104824,53.73657181125329,1.54251186778734,1.628899589492895,-0.08638772170555509,122.01627766783768,0
2025-04-08,121.4800033569336,122.0,117.5999984741211,118.0199966430664,10697770,-0.0005081740096357645,119.57325645834612,117.70839894446071,53.65610083820492,1.215948588456186,1.5463093892855533,-0.33036080082936725,121.90469199393446,1
2025-04-09,117.91999816894531,119.98999786376953,116.61000061035156,118.25,7629208,0.001948850732721219,119.44723203374173,117.7296382015407,45.05917969155593,0.9645850494939197,1.4299645213272267,-0.4653794718333071,121.80494725495086,1
2025-04-11,120.69000244140625,121.01000213623047,118.3499984741211,119.37999725341797,9650608,0.009556002143069398,119.44082872132994,117.79435816435942,47.447794103817685,0.8467976126936634,1.3133311396005143,-0.4665335269068509,121.73003726339061,1
2025-04-15,121.0,125.80000305175781,120.69999694824219,124.2300033569336,14915197,0.04062662267632744,119.89694059138742,118.04673640720547,50.841023265498826,1.1317589669033197,1.2770167050610755,-0.14525773815775578,121.82137370664134,1
2025-04-16,124.75,131.39999389648438,123.83999633789062,129.8000030517578,31248467,0.04483618726806826,120.84008939713698,118.50764882463889,60.084032662691186,1.7864522090546444,1.3789038058597893,0.4075484031948551,122.43406571180988,0
2025-04-17,129.8000030517578,130.74000549316406,128.0,128.69000244140625,12512050,-0.008551622374838863,121.58770016325786,118.90695680961016,61.450961204857435,2.1904830229166237,1.5412196492711563,0.6492633736454674,122.6771680207599,1
2025-04-21,129.4499969482422,131.89999389648438,128.30999755859375,130.72000122070312,13733721,0.01577433165580322,122.45744312110979,119.37021345318244,69.40710890326757,2.6440058364228776,1.7617768867015005,0.8822289497213771,122.96912653184947,1
2025-04-22,131.35000610351562,133.9499969482422,130.9499969482422,131.16000366210938,15295254,0.003365991717391159,123.28625841072879,119.83255816725801,59.82698444000408,3.004298767271578,2.010281262815516,0.9940175044560622,123.33893513500057,1
2025-04-23,131.9499969482422,132.5,128.4199981689453,131.8800048828125,14314431,0.005489487653248082,124.10471045568914,120.30500705806408,65.65803699099965,3.3097785253741563,2.2701807153272444,1.0395978100469119,123.61864007141553,1
2025-04-24,135.0,136.9600067138672,131.50999450683594,132.3000030517578,47219017,0.0031846993736353024,124.8852145124576,120.77539905781678,70.20951322456682,3.5449003718333643,2.5251246466284685,1.0197757252048958,124.69884867473141,0
2025-04-25,132.4499969482422,132.4499969482422,123.19999694824219,125.04000091552734,30209140,-0.054875298327772826,124.89995607465471,120.94263834635446,55.17963674506437,3.1095694501082676,2.6420136073244285,0.4675558427838391,124.84129909407764,1
