date,open,high,low,close,volume,ema_20,ema_50,rsi_14,macd,vwap,target
2025-12-22 07:00:00,4078.699951171875,4082.5,4075.39990234375,4075.699951171875,27868.0,4080.3098174653887,4082.6661975768106,34.700368907064686,-2.0193299368884254,4079.08587536237,1
2025-12-22 07:15:00,4075.5,4082.5,4072.89990234375,4078.800048828125,52832.0,4080.1660299761256,4082.5145839003917,40.51746515037779,-1.886899346035534,4078.8997810439078,0
2025-12-22 07:30:00,4078.800048828125,4081.199951171875,4077.0,4078.60009765625,22231.0,4080.016893564709,4082.3610746359154,41.59302869900256,-1.7775905794942446,4078.902176074457,0
2025-12-22 07:45:00,4078.699951171875,4080.60009765625,4077.10009765625,4078.199951171875,10804.0,4079.843851432058,4082.1978933236005,44.339521243109616,-1.7036128827580796,4078.8931682534317,1
2025-12-22 08:00:00,4078.199951171875,4082.39990234375,4074.800048828125,4078.89990234375,23005.0,4079.753951518886,4082.0685603439983,48.208321404714184,-1.570402196301984,4078.8802991232387,0
2025-12-22 08:15:00,4077.89990234375,4080.10009765625,4073.39990234375,4076.199951171875,24255.0,4079.415475295361,4081.8384188078367,45.82051534002011,-1.6635192483017818,4078.7284872839696,0
2025-12-22 08:30:00,4075.699951171875,4077.199951171875,4069.699951171875,4071.39990234375,57397.0,4078.6520873952077,4081.4290652210098,36.102833158447,-2.100426597288333,4077.927187304915,1
2025-12-22 08:45:00,4071.39990234375,4079.10009765625,4069.0,4076.60009765625,40501.0,4078.456659801021,4081.2396939439604,49.171471927162365,-2.003966044102981,4077.664966202889,1
2025-12-22 09:00:00,4076.60009765625,4083.300048828125,4075.60009765625,4079.89990234375,65153.0,4078.594111471757,4081.187153096894,57.1813261700917,-1.6423220339825093,4077.9016352612875,1
2025-12-22 09:15:00,4080.199951171875,4081.89990234375,4076.60009765625,4080.89990234375,39973.0,4078.8137106024233,4081.1758883614766,61.55964800130572,-1.2604947094268937,4078.0341395612686,0
2025-12-22 09:30:00,4080.5,4082.0,4070.199951171875,4072.60009765625,60545.0,4078.221937940883,4080.8395828436246,38.44035199869429,-1.6090703167187712,4077.7376596156614,1
2025-12-22 09:45:00,4073.199951171875,4074.0,4069.39990234375,4074.0,66828.0,4077.81984861318,4080.5713639085807,42.57695227283607,-1.7521607586372738,4077.2344775638535,1
