date,open,high,low,close,volume,daily_return,ema_20,ema_50,rsi_14,macd,macd_signal,macd_hist,vwap,target
2025-04-07,13382.372685035965,13436.113997880513,12921.316614912936,13376.107421875,15251.0,-0.0227985286687431,13335.47369539922,13281.307856352085,52.338985164088584,49.00226646192823,34.88560104822202,14.116665413706208,13122.280371998993,1
2025-04-08,13312.871795623467,13667.621055849531,13312.871795623467,13565.4248046875,5179.0,0.014153398805910822,13357.373801045722,13292.449697463278,54.864368380327754,61.146795733411636,40.137839985259944,21.008955748151692,13131.090635092618,0
2025-04-09,13565.424092589821,13595.32891698957,13314.045953068955,13505.125,10224.0,-0.004445109943528203,13371.445343803272,13300.789905405894,53.8437476509286,65.15466990855202,45.14120596991836,20.013463938633663,13145.51639704957,0
2025-04-11,13726.451287852837,13737.904463892444,13292.85283687035,13398.23046875,5506.0,-0.007915108616173505,13373.996308083913,13304.61110396841,52.78877516411552,59.02503983313727,47.91797274256215,11.107067090575121,13152.897733965898,1
2025-04-15,13698.553803580766,13874.753580959967,13537.037340983165,13806.2314453125,7422.0,0.03045185537852335,13415.161559248541,13324.282489903471,53.20447465529728,86.09705953022603,55.55379010009493,30.543269430131105,13170.021270398112,0
2025-04-16,13802.315474307683,13802.315474307683,13656.461218586277,13732.814453125,2771.0,-0.005317670682134401,13445.414215808203,13340.303351206278,51.5293366294659,100.46954214369907,64.53694050881576,35.93260163488331,13176.065724154238,1
2025-04-17,13802.314875377544,13890.414757560804,13581.086282339578,13855.1748046875,3819.0,0.00891007098218366,13484.439033796709,13360.494388597697,53.00894090053895,120.34602189834186,75.69875678672099,44.64726511162087,13184.845115548478,0
2025-04-21,13998.0920135511,13998.0920135511,13725.96127370724,13835.5966796875,5295.0,-0.0014130550697474265,13517.882619119642,13379.125850993376,52.01526824574484,132.98551006054913,87.15610744148663,45.829402619062506,13198.146129202038,1
2025-04-22,13831.681968667473,13932.507392784442,13637.862221335829,13900.2041015625,9832.0,0.004669652012178949,13554.294188876103,13399.560292192165,75.23752691316969,146.52660697469219,99.03020734812773,47.496399626564454,13220.431854847733,1
2025-04-23,13909.014045504386,14075.424939144737,13743.582039473684,13949.1484375,13654.0,0.003521123544653504,13591.899355411713,13421.112768478748,65.97133921284666,159.3703010765148,111.09822609380515,48.272074982709654,13253.547919577895,1
2025-04-24,13919.781814896332,14131.221538666909,13814.061953011043,14093.044921875,15879.0,0.010315789886367499,13639.627504598693,13447.46304900409,68.68045144631523,179.095760438895,124.69773296282312,54.39802747607189,13293.018530139021,0
2025-04-25,14122.411590432393,14122.411590432393,13757.286510843338,13920.7607421875,11930.0,-0.012224766233454809,13666.402098654771,13466.02374285442,61.6951339807527,178.76573551482034,135.51133347322258,43.25440204159776,13317.094064991774,1
2025-04-28,13920.760512850527,14072.488090340988,13757.286284199516,13980.47265625,7580.0,0.004289414577864248,13696.313580330507,13486.198210046405,65.39656431504383,181.23329619165634,144.65572601690934,36.577570174746995,13331.548682160605,1
2025-04-29,13980.472937793786,14103.81277746344,13901.183040863292,14056.826171875,15363.0,0.005461440217535474,13730.648112858555,13508.575777176939,59.92197955971702,187.19211225679464,153.1630032648864,34.02910899190823,13362.655637606491,0
2025-04-30,14056.825746090184,14056.825746090184,13765.11724523121,13942.2958984375,9209.0,-0.008147662355436514,13750.805044818455,13525.584409383237,67.05185345529901,180.59113878852077,158.6486303696133,21.942508418907465,13377.377573214795,0
2025-05-02,14011.797240356575,14011.797240356575,13636.883285972295,13846.365234375,6951.0,-0.006880550001327368,13759.90601525241,13538.164049578992,58.96536614948894,165.70882866692773,160.0606700290762,5.648158637851537,13386.236297696896,1
2025-05-05,13949.148855525696,13972.64215886132,13656.461451469404,13899.2255859375,11329.0,0.0038176337737552135,13773.174545793849,13552.32332551462,62.63653130176385,156.3772595661976,159.3239879365005,-2.9467283703028784,13400.298714410643,0
2025-05-06,13973.620764919488,13973.620764919488,13705.405557242573,13863.9853515625,7150.0,-0.002535409915977893,13781.823193962291,13564.545365751792,65.65335517890327,144.47293733410334,156.35377781602108,-11.880840481917744,13408.829764449467,0
2025-05-07,13851.259947209957,13851.259947209957,13573.25586063698,13634.92578125,5150.0,-0.01652191375740919,13767.832964180168,13567.305382045839,43.45549308490992,115.22721559076308,148.12846537096948,-32.9012497802064,13412.591682899752,1
2025-05-08,13576.191835845608,13792.525990847547,13576.191835845608,13731.8349609375,3313.0,0.0071074226029719245,13764.404582918962,13573.757522394531,49.96323963288012,98.7314169852616,138.24905569382793,-39.517638708566324,13415.07672305593,0
2025-05-09,13440.126272600968,13675.059288291006,13390.203006766835,13639.8193359375,4964.0,-0.006700897968971664,13752.53932130168,13576.348181749157,41.729324436230094,77.34193611786941,126.06763177863623,-48.72569566076682,13417.035909219607,1
2025-05-12,13719.109466942951,13850.280402980794,13639.819572770823,13703.447265625,4017.0,0.004664866016212965,13747.86388742771,13581.33245954821,45.09092887848942,64.77813853452244,113.80973312981348,-49.03159459529104,13420.251885317213,0
2025-05-13,13703.447218214309,13790.568212743994,13660.376164738958,13690.7216796875,4499.0,-0.000928641216391024,13742.421772404832,13585.622232887006,41.906187082499464,53.18134851797549,101.68405620744589,-48.5027076894704,13423.580428006479,0
2025-05-14,13802.315425278166,13802.315425278166,13616.326777703494,13658.4189453125,3477.0,-0.0023594617676675478,13734.421503157944,13588.4770059233,38.62069387290184,40.91263281677129,89.52977152931098,-48.617138712539685,13425.914586551955,1
2025-05-15,13704.426581971085,14005.92396677445,13620.242247253263,13982.4306640625,6676.0,0.023722490871551427,13758.041423244093,13603.926168987584,46.205508041633585,56.68123901592298,82.96006502663337,-26.27882601071039,13433.190420443105,1
2025-05-16,13982.430897841314,14095.981862847586,13801.336686408897,14046.05859375,8398.0,0.004550562861079355,13785.471629958942,13621.264695448855,54.64442065010668,73.46535234912153,81.061122491131,-7.595770142009471,13444.266694680744,0
2025-05-19,14046.05779923416,14204.637586221124,13931.52795307691,13994.1767578125,18037.0,-0.003693693543367793,13805.348308802138,13635.88869789449,50.51093636106122,81.63936474508591,81.176770941922,0.4625938031639123,13469.198463079989,0
2025-05-20,14093.045385971702,14235.962981745257,13910.97228450676,13953.064453125,5472.0,-0.002937815164050117,13819.416513023363,13648.32696280549,46.02700018546549,83.8335283310098,81.70812241973957,2.125405911270235,13476.230998523886,0
2025-05-21,13949.14843502194,13997.113927886225,13826.787483837536,13887.478515625,2124.0,-0.004700468325100515,13825.898608509233,13657.70545507292,47.81932734913838,79.36530788316122,81.23955951242391,-1.8742516292626874,13478.289923397826,0
2025-05-22,13996.134801083477,13996.134801083477,13707.362961223384,13803.2939453125,2745.0,-0.006061904629971693,13823.745783442877,13663.414807631336,48.27043149606793,68.24453915540835,78.64055544102081,-10.396016285612461,13480.499842650734,1
2025-05-23,13870.83765709618,13972.641970175784,13734.772277114784,13827.7666015625,2159.0,0.0017729576974132577,13824.128718501888,13669.859976020793,47.06354939163376,60.70620530425913,75.05368541366848,-14.347480109409346,13482.264688586894,1
2025-05-26,13948.169735601823,13978.515251904979,13753.371098688021,13938.380859375,3602.0,0.0079994304937141,13835.009874775518,13680.390206740567,52.87878936743799,62.932224074820624,72.62939314589892,-9.697169071078292,13485.532131282134,0
2025-05-27,13894.330591520209,14193.870197058126,13808.188482738064,13931.5283203125,7362.0,-0.000491630924110642,13844.202107683803,13690.238760213977,63.86090582081283,63.41243823964942,70.78600216464902,-7.373563924999601,13493.46425195287,0
2025-05-28,13704.426431965983,13790.568540966913,13548.783303202941,13697.57421875,5727.0,-0.016793139717585004,13830.237546832965,13690.526425254606,48.5807124473173,44.40302028699807,65.50940578911883,-21.10638550212076,13495.760531778446,1
2025-05-29,13655.482654536096,13766.096958476066,13567.382766442313,13698.5537109375,3007.0,7.150844170333848e-05,13817.696229128636,13690.841220771583,52.63162500568821,29.081720466834668,58.223868724662005,-29.142148257827337,13496.933065005587,0
2025-05-30,13867.90044770617,13867.90044770617,13233.581291207716,13297.208984375,15268.0,-0.029298328497412762,13768.126015342576,13675.40466248152,36.02696068222645,-15.26966607493705,43.525161764742194,-58.79482783967924,13495.958380289534,0
2025-06-02,13439.148246059813,13439.148246059813,13151.355283401092,13182.6796875,13053.0,-0.00861303278075709,13712.369222214711,13656.08211444303,33.66901370869263,-58.98013031193659,23.024103349406438,-82.00423366134302,13489.663580986453,1
2025-06-03,13254.139091124629,13331.471217284072,13080.875973020564,13224.7724609375,15359.0,0.0031930361986578504,13665.931435426404,13639.16801038399,36.147640706010066,-89.19625420845296,0.5800318378345573,-89.77628604628751,13481.30226596003,1
2025-06-04,13293.293526127653,13345.174568608121,13187.573665978773,13281.546875,16133.0,0.004293035228409181,13629.323382052462,13625.143652133638,23.001537062157354,-107.32436093483011,-21.000846716698376,-86.32351421813173,13474.859069427495,0
2025-06-05,13381.394206332207,13381.394206332207,13152.334495704428,13210.0888671875,24808.0,-0.005380247382705594,13589.396285398656,13608.866993900456,17.991036339990885,-126.00457781450132,-42.001592936258966,-84.00298487824236,13464.629306380039,1
2025-06-06,13277.631227430555,13277.631227430555,13167.995817708334,13214.982421875,6097.0,0.0003704407091200679,13553.737822205927,13593.420540095536,19.051309441523713,-138.81375673017465,-61.36402569504211,-77.44973103513254,13461.950879071304,0
