date,open,high,low,close,volume,ema_20,ema_50,rsi_14,macd,vwap,target
2025-12-22 07:00:00,973.7999877929688,974.4000244140625,973.5,974.0999755859375,143185.0,977.3369778276831,979.5877142377427,15.948457296796732,-2.108349213732822,976.6698395347784,1
2025-12-22 07:15:00,974.0999755859375,974.6500244140625,973.1500244140625,974.4000244140625,127027.0,977.0572679787668,979.3842754211278,18.067722544775663,-2.0755727615412525,976.5758483404842,1
2025-12-22 07:30:00,974.4000244140625,974.6500244140625,974.0999755859375,974.4500122070312,88746.0,976.8089579052682,979.190774902928,20.561174141953444,-2.022252323928683,976.5223119166043,0
2025-12-22 07:45:00,974.4000244140625,974.6500244140625,974.0,974.25,93142.0,976.5652476285761,978.9970190243819,20.657680581344707,-1.9733868315005338,976.4663684956054,1
2025-12-22 08:00:00,974.2000122070312,974.6500244140625,974.0499877929688,974.4000244140625,86285.0,976.3590358938606,978.816744725938,24.607912059819768,-1.9006454031887188,976.4185188390763,1
2025-12-22 08:15:00,974.5,975.0,974.25,974.6500244140625,109712.0,976.1962728957845,978.6533439293938,26.804590758079144,-1.8020514590333505,976.3682477188896,0
2025-12-22 08:30:00,974.7000122070312,974.9500122070312,973.75,974.0,255646.0,975.9871040485671,978.4708598537314,31.902226415942124,-1.7561230918392994,976.2367857278866,1
2025-12-22 08:45:00,974.0,974.7999877929688,973.8499755859375,974.6500244140625,155107.0,975.8597631309952,978.3210231698229,41.40167006173319,-1.6482727301884097,976.1718342689057,0
2025-12-22 09:00:00,974.6500244140625,975.0,974.1500244140625,974.5499877929688,257038.0,975.7350226226118,978.1731394295541,54.62154704633343,-1.5529709780968233,976.0814292412556,1
2025-12-22 09:15:00,974.5499877929688,975.1500244140625,974.25,974.5999755859375,263646.0,975.6269229048334,978.0330153572554,47.05847155405567,-1.4566190580378588,976.0041630056668,0
2025-12-22 09:30:00,974.5999755859375,974.8499755859375,974.0499877929688,974.3499755859375,453185.0,975.5053088744623,977.8885824250468,47.99995117366307,-1.3844730345383596,975.8679212521738,1
2025-12-22 09:45:00,974.4000244140625,974.5,973.9000244140625,974.5,518784.0,975.4095651721326,977.755696839751,44.68107209640557,-1.3002031422470282,975.7276636530939,1
