open,high,low,close,volume,returns,price_change_pct,rolling_volatility,higher_high_ratio,lower_low_ratio,market_type,ema_20,ema_50,rsi,macd,macd_signal,vwap,volatility,target_market_type,symbol,timeframe,timestamp
1395.699951171875,1397.5,1395.0,1396.300048828125,291344,0.00021493469063393889,0.008522967734290399,0.0014807989545528356,0.6,0.2,1,1389.157211879786,1387.1104790966676,71.16325812202628,1.8908028044786533,1.1451634693448343,1388.527317915501,0.0014807989545528356,0,RELIANCE,15m,2026-01-30 08:45:00
1396.5999755859375,1396.699951171875,1393.199951171875,1394.0,301992,-0.001647245396901198,0.006498194945848468,0.0015517882427184904,0.55,0.25,0,1389.618429795997,1387.3806563869946,63.04361671637989,2.0363515370231653,1.3234010828805005,1388.8379631267628,0.0015517882427184904,0,RELIANCE,15m,2026-01-30 09:00:00
1393.9000244140625,1394.199951171875,1389.0,1391.4000244140625,265655,-0.001865118784747155,0.0017278793477770726,0.0015017701727868705,0.5,0.3,0,1389.7881054739078,1387.538278662566,54.508387406632885,1.9197736991184229,1.4426756061280852,1388.9534239679074,0.0015017701727868705,0,RELIANCE,15m,2026-01-30 09:15:00
1391.300048828125,1392.800048828125,1390.300048828125,1392.699951171875,937006,0.0009342581105387104,0.003675393251418857,0.001489962624520476,0.45,0.3,0,1390.0654241118095,1387.7406971923429,62.12768167887383,1.9102578842991988,1.536192061762308,1389.344568538787,0.001489962624520476,0,RELIANCE,15m,2026-01-30 09:30:00
1392.699951171875,1397.800048828125,1392.5,1396.199951171875,2058152,0.0025131041306170054,0.005617924676358577,0.0015771550139438697,0.5,0.3,0,1390.6496647841968,1388.0724326425207,67.53725904602267,2.160235432411355,1.6610007358921175,1390.7221061117623,0.0015771550139438697,0,RELIANCE,15m,2026-01-30 09:45:00
1396.300048828125,1397.5,1395.5,1397.0,1532272,0.0005730188054036134,0.005108263516241385,0.001567677986193083,0.45,0.3,0,1391.2544586142733,1388.4225333232062,67.41585362508344,2.3952902791029373,1.8078586445342815,1391.5710854175886,0.001567677986193083,0,RELIANCE,15m,2026-01-30 10:00:00
1473.9000244140625,1473.9000244140625,1438.4000244140625,1447.0999755859375,6194607,0.03586254515815135,0.043180526616556136,0.008072787290957019,0.5,0.3,0,1396.5730792782413,1390.7236094903722,89.37010396808869,6.548732552977981,2.7560334262230217,1453.1333414713542,0.008072787290957019,0,RELIANCE,15m,2026-02-03 03:45:00
1447.0,1447.800048828125,1440.5,1442.5999755859375,3294747,-0.0031096676635474774,0.039337158203125,0.008152202171294743,0.5,0.25,0,1400.9565932123076,1392.7579767882376,83.8668636047484,9.369250202845933,4.078676781547604,1449.8348981315862,0.008152202171294743,0,RELIANCE,15m,2026-02-03 04:00:00
1442.4000244140625,1445.5,1435.4000244140625,1445.300048828125,1500916,0.00187167148751044,0.04038302593440646,0.00814817635078943,0.45,0.25,0,1405.179779461433,1394.8184502015665,84.61537296524483,11.687675854366034,5.600476596111291,1448.7740118882143,0.00814817635078943,0,RELIANCE,15m,2026-02-03 04:15:00
1445.300048828125,1447.4000244140625,1441.9000244140625,1443.5999755859375,921542,-0.0011762770253594956,0.04080748059548478,0.008139219444739795,0.45,0.25,0,1408.838845759005,1396.7314511970321,84.51041906167939,13.235294942597648,7.127440265408563,1448.4278863479553,0.008139219444739795,0,RELIANCE,15m,2026-02-03 04:30:00
1443.5999755859375,1447.800048828125,1440.0,1447.0,704659,0.002355240005239345,0.0434092508308932,0.008123210093433936,0.5,0.3,0,1412.4732414010045,1398.7027668363642,86.57790635885931,14.568214467062035,8.615595105739258,1448.232708412408,0.008123210093433936,0,RELIANCE,15m,2026-02-03 04:45:00
